date,run ,I_in,Ch1,Ch2,Ch3,Ch4,,,,
3108,36,,-0.007760018,0.04526136,0.020271288,0.045250537,,,,
3108,36,,0.044893381,0.113499732,0.055575582,0.11536127,,,,
3108,36,,0.116064759,0.148912254,0.118965296,0.171012612,,,,
709,37,,-0.135436485,-0.179805216,-0.138070792,-0.125740126,,,,
709,37,,-0.102678749,-0.129589717,-0.084716036,-0.064954846,,,,
709,37,,-0.054406717,-0.06833113,-0.040371969,-0.023148508,,,,
709,37,,-0.01893367,-0.027286111,-0.01085707,0.00926823,,,,
709,37,,0.015093975,0.020985921,0.059305639,0.070162708,,,,
709,37,,0.067316038,0.089394286,0.103572471,0.114142667,,,,
709,37,,0.094403544,0.12715129,0.166232327,0.164786924,,,,
709,38,,-0.102069549,-0.160036103,-0.10987302,-0.10520182,,,,
709,38,,-0.044454404,-0.093642225,-0.063641847,-0.043847555,,,,
709,38,,-0.010404692,-0.04979467,-0.009356499,-0.003188713,,,,
709,38,,0.01235764,-0.00630019,0.029305261,0.022188584,,,,
709,38,,0.055984523,0.052475836,0.070184776,0.07426721,,,,
709,38,,0.08702206,0.081582492,0.128155348,0.132855665,,,,
709,38,,0.122153066,0.123830174,0.173459339,0.161399607,,,,
709,39,,-0.200414442,-0.196893463,-0.179065041,-0.176072407,,,,
709,39,,-0.132943934,-0.128276718,-0.123719838,-0.121877226,,,,
709,39,,-0.090983125,-0.084362961,-0.066797458,-0.069622062,,,,
709,39,,-0.060751042,-0.041773237,-0.029216992,-0.031876091,,,,
709,39,,0.006145719,0.043990992,0.073230051,0.032593276,,,,
709,39,,0.009897146,0.101332649,0.116426624,0.066477484,,,,
709,39,,0.009091692,0.156633088,0.1477069,0.108736199,,,,
709,40,,-0.143207335,-0.178445432,-0.139894622,-0.136724317,,,,
709,40,,-0.091192764,-0.132370186,-0.102634615,-0.107114259,,,,
709,40,,-0.079331636,-0.079364737,-0.047907923,-0.058555354,,,,
709,40,,-0.046418386,-0.035704753,-0.039003802,-0.023843625,,,,
709,40,,-0.010161952,0.032460873,0.068937978,0.026282052,,,,
709,40,,0.037536332,0.06765808,0.07692631,0.088070253,,,,
709,40,,0.082222441,0.104543429,0.169652745,0.14755243,,,,
709,41,,-0.14831972,-0.183249534,-0.163995924,-0.154324498,,,,
709,41,,-0.116360422,-0.13281153,-0.116117683,-0.121822058,,,,
709,41,,-0.070339246,-0.09427114,-0.064811409,-0.058378816,,,,
709,41,,-0.040438171,-0.043715152,-0.041364994,-0.02939353,,,,
709,41,,-0.001765377,-0.003354217,0.0026922,0.035274442,,,,
709,41,,0.051008366,0.083888516,0.089725294,0.062670889,,,,
709,41,,0.074807857,0.114992255,0.106066066,0.133561816,,,,
1409,42,,-0.113887101,-0.140113145,-0.120093547,-0.119266083,,,,
1409,42,,-0.081776546,-0.100674161,-0.064711485,-0.085131381,,,,
1409,42,,-0.046153232,-0.05232962,-0.049614724,-0.041295507,,,,
1409,42,,-0.027032607,-0.012110375,-0.024744338,-0.015426427,,,,
1409,42,,0.000378146,0.032578752,0.024947955,0.035138511,,,,
1409,42,,0.042652955,0.082309829,0.075832863,0.079953687,,,,
1409,42,,0.076414626,0.11712837,0.108431006,0.105328268,,,,
1409,43,,-0.09393562,-0.121555194,-0.109137024,-0.108651458,,,,
1409,43,,-0.067387597,-0.081689281,-0.061977197,-0.070509727,,,,
1409,43,,-0.041053106,-0.051020652,-0.045280587,-0.038832709,,,,
1409,43,,-0.023319017,-0.022039138,-0.016987492,-0.01187767,,,,
1409,43,,0.007785934,0.018917007,0.026586589,0.021224669,,,,
1409,43,,0.023668075,0.051301838,0.053056824,0.046444113,,,,
1409,43,,0.036195381,0.062006285,0.057197041,0.057710932,,,,
1409,44,,-0.1773021,-0.189557916,-0.196897831,-0.183323351,,,,
1409,44,,-0.114549218,-0.123905914,-0.12066743,-0.127541935,,,,
1409,44,,-0.083463659,-0.077083654,-0.083531532,-0.081708673,,,,
1409,44,,-0.062646225,-0.044980009,-0.065506562,-0.046773779,,,,
1409,44,,-0.022262147,0.00398508,-0.009579704,-0.006438182,,,,
1409,44,,0.009734841,0.040907665,0.014437429,0.007465964,,,,
1409,44,,0.021147101,0.061560266,0.043671041,0.05916534,,,,
1409,45,,-0.152877732,-0.173966656,-0.163533699,-0.164076678,,,,
1409,45,,-0.134309783,-0.125544547,-0.116633871,-0.112028244,,,,
1409,45,,-0.084956852,-0.088621962,-0.080962077,-0.079740374,,,,
1409,45,,-0.070955746,-0.053754941,-0.045522988,-0.050409801,,,,
1409,45,,-0.043738914,-0.007078122,-0.002230093,0.011586788,,,,
1409,45,,0.005012862,0.033179907,0.014776791,0.034566444,,,,
1409,45,,0.007970159,0.057584883,0.061317865,0.042216633,,,,
1409,46,,-0.084502002,-0.097734878,-0.095379738,-0.095286403,,,,
1409,46,,-0.074206369,-0.053315549,-0.058109134,-0.076603162,,,,
1409,46,,-0.031493225,-0.016547288,-0.015804177,-0.022261911,,,,
1409,46,,-0.01196303,0.011753703,0.004364465,0.006886853,,,,
1409,46,,0.030090735,0.079334877,0.034120277,0.055429751,,,,
1409,46,,0.053503944,0.11478438,0.088178937,0.100037303,,,,
1409,46,,0.075671657,0.179330315,0.112335255,0.155467053,,,,
1409,47,,-0.107139043,-0.10651684,-0.094822786,-0.098250343,,,,
1409,47,,-0.077921921,-0.068261487,-0.04770559,-0.063991219,,,,
1409,47,,-0.035093647,-0.02767301,-0.031126903,-0.023308545,,,,
1409,47,,-0.01754159,-6.28E-05,0.013773707,0.014045832,,,,
1409,47,,0.017363662,0.070030299,0.066272882,0.056047265,,,,
1409,47,,0.050981555,0.131729388,0.079732598,0.115433293,,,,
1409,47,,0.067172987,0.160773489,0.122267815,0.168120862,,,,
1409,48,,-0.163190259,-0.181801968,-0.163996621,-0.167952154,,,,
1409,48,,-0.112138819,-0.125171374,-0.111419631,-0.135229107,,,,
1409,48,,-0.057698479,-0.081464368,-0.070393234,-0.084264842,,,,
1409,48,,-0.021183351,-0.044012116,-0.025498478,-0.038672692,,,,
1409,48,,-0.006810491,0.023646024,0.014885009,0.019265517,,,,
1409,48,,0.031077632,0.087294148,0.027122099,0.051901389,,,,
1409,48,,0.04620237,0.115832829,0.056347278,0.09233936,,,,
1409,49,,-0.119376759,-0.141618838,-0.136910998,-0.135049662,,,,
1409,49,,-0.085528915,-0.092203311,-0.095112664,-0.098716636,,,,
1409,49,,-0.056203853,-0.058096442,-0.060874924,-0.067176842,,,,
1409,49,,-0.046710707,-0.034207539,-0.020878881,-0.025590219,,,,
1409,49,,-0.009251539,0.029576736,0.022429193,0.022227854,,,,
1409,49,,0.034882026,0.069482177,0.059304477,0.07606597,,,,
1409,49,,0.043499346,0.096803913,0.095756949,0.110333911,,,,
1409,50,,-0.15235446,-0.185009841,-0.174851094,-0.17329996,,,,
1409,50,,-0.11278329,-0.137552228,-0.134111319,-0.136533046,,,,
1409,50,,-0.09205368,-0.107014156,-0.087481385,-0.090520231,,,,
1409,50,,-0.079318575,-0.060767584,-0.051548191,-0.065919598,,,,
1409,50,,-0.029313183,-0.018644493,-0.00283314,-0.008059957,,,,
1409,50,,-0.010808944,0.034371694,0.028144396,0.033371212,,,,
1409,50,,0.004993059,0.096663377,0.090912944,0.074260064,,,,
2109,51,,-0.133402933,-0.169193683,-0.154928711,-0.158913998,,,,
2109,51,,-0.081517633,-0.108012897,-0.110691876,-0.112941408,,,,
2109,51,,-0.045728999,-0.05742077,-0.053594387,-0.052445475,,,,
2109,51,,-0.028119829,-0.013495065,-0.008795492,-0.015409069,,,,
2109,51,,0.033300811,0.075154516,0.076350945,0.025559249,,,,
2109,51,,0.061585078,0.135016288,0.115340112,0.111853761,,,,
2109,51,,0.103089542,0.240697889,0.145527481,0.185656095,,,,
2109,52,,-0.106496422,-0.128419952,-0.126743905,-0.130934263,,,,
2109,52,,-0.063316057,-0.073384685,-0.056084758,-0.071388393,,,,
2109,52,,-0.032232267,-0.024257324,-0.04316649,-0.051539105,,,,
2109,52,,-0.004578415,0.01976789,0.010877239,-0.012476453,,,,
2109,52,,0.054723488,0.111768305,0.078526287,0.065675832,,,,
2109,52,,0.094712766,0.185327546,0.12960352,0.128583474,,,,
2109,52,,0.111342759,0.25622374,0.223588789,0.16250905,,,,
2109,53,,-0.104461415,-0.132014322,-0.133864533,-0.155770644,,,,
2109,53,,-0.059297782,-0.076675276,-0.07345942,-0.088009404,,,,
2109,53,,-0.030763092,-0.037954335,-0.03870633,-0.060909199,,,,
2109,53,,0.003353263,0.005851901,0.005946084,-0.023712508,,,,
2109,53,,0.070933456,0.087472948,0.071720749,0.052587519,,,,
2109,53,,0.078098181,0.176330733,0.086510615,0.132783843,,,,
2109,53,,0.120361729,0.239565034,0.151961592,0.152481205,,,,
2809,54,,-0.132232592,-0.151665109,-0.142361299,-0.144710084,,,,
2809,54,,-0.07844039,-0.098516541,-0.094214508,-0.090145503,,,,
2809,54,,-0.06119641,-0.055567918,-0.059493522,-0.053076324,,,,
2809,54,,-0.01923367,-0.001882139,-0.002168941,0.014716536,,,,
2809,54,,0.007044578,0.07840454,0.060425629,0.056750977,,,,
2809,54,,0.028500964,0.152435346,0.137414083,0.089428497,,,,
2809,54,,0.107389483,0.237866539,0.108375365,0.142755773,,,,
2809,55,,-0.108316042,-0.142118247,-0.130471776,-0.130350769,,,,
2809,55,,-0.06712963,-0.072076967,-0.071646764,-0.082150893,,,,
2809,55,,-0.019592172,-0.020076151,-0.0333049,-0.039704174,,,,
2809,55,,-0.004176556,0.029827424,0.014142931,-0.011507937,,,,
2809,55,,0.034649286,0.095290017,0.061805865,0.065695619,,,,
2809,55,,0.069925951,0.155177892,0.139332073,0.130172329,,,,
2809,55,,0.122482446,0.243100678,0.188357316,0.169966128,,,,
2809,56,,-0.101256248,-0.137816904,-0.122283972,-0.140122149,,,,
2809,56,,-0.038556965,-0.076576176,-0.069406122,-0.064010656,,,,
2809,56,,0.000125476,-0.03455966,-0.036961628,-0.01399953,,,,
2809,56,,-0.003835979,0.023517777,0.033681328,0.014322183,,,,
2809,56,,0.03463136,0.093192776,0.028232087,0.081003684,,,,
2809,56,,0.04251842,0.170485957,0.121747515,0.129096821,,,,
2809,56,,0.119990852,0.230499308,0.138023538,0.141877442,,,,
610,57,,-0.080828721,-0.108397588,-0.10428199,-0.091626886,,,,
610,57,,-0.064623117,-0.072668804,-0.066961519,-0.067338041,,,,
610,57,,-0.039475391,-0.011275852,-0.042784824,-0.031112632,,,,
610,57,,-0.003428335,0.037136989,0.018370325,0.012028897,,,,
610,57,,0.024553218,0.05566585,0.069973697,0.05279239,,,,
610,57,,0.065217626,0.109865244,0.110598472,0.105941486,,,,
610,57,,0.100987245,0.188816026,0.117038985,0.164183541,,,,
610,58,,-0.068672602,-0.095395866,-0.099576421,-0.083426214,,,,
610,58,,-0.033827556,-0.01983678,-0.071440153,-0.028219356,,,,
610,58,,-0.012405419,0.004280464,-0.027347409,-0.004300281,,,,
610,58,,-0.005449665,0.041992145,0.006222527,0.00267529,,,,
610,58,,0.044806154,0.110856093,0.09932262,0.100452187,,,,
610,58,,0.052396051,0.082557469,0.105862218,0.123717302,,,,
610,58,,0.104792102,0.185546227,0.203896735,0.153957988,,,,
610,59,,-0.082330982,-0.093613281,-0.09342537,-0.102456462,,,,
610,59,,-0.079723643,-0.072609353,-0.033034878,-0.073540751,,,,
610,59,,-0.028694963,-0.001466455,-0.023899258,-0.044072926,,,,
610,59,,-0.01044354,0.047362542,0.006777401,0.002536571,,,,
610,59,,0.024711753,0.11178749,0.074273978,0.064860921,,,,
610,59,,0.052574404,0.188380053,0.136459609,0.107725012,,,,
610,59,,0.071697773,0.183069107,0.198308352,0.159803992,,,,
1210,60,,-0.123655762,-0.123738117,-0.126770722,-0.119897409,,,,
1210,60,,-0.082061991,-0.082422703,-0.089946126,-0.081804339,,,,
1210,60,,-0.086493596,-0.012289975,-0.054931292,-0.035169425,,,,
1210,60,,-0.057585102,0.050113209,0.020199875,0.020380231,,,,
1210,60,,-0.026873048,0.122229854,0.089224701,0.038080886,,,,
1210,60,,0.045784665,0.186874606,0.071240629,0.093913958,,,,
1210,60,,0.049494846,0.197592907,0.174558866,0.1242653,,,,
1210,61,,-0.074232289,-0.093701052,-0.091309988,-0.085530609,,,,
1210,61,,-0.074100561,-0.020045284,-0.048129293,-0.056683322,,,,
1210,61,,-0.00705965,0.00876015,-0.012393035,0.018499375,,,,
1210,61,,-0.013320581,0.046171142,0.042692847,0.055111648,,,,
1210,61,,0.043362741,0.091698156,0.100458305,0.090152247,,,,
1210,61,,0.112413333,0.220884599,0.075698,0.225573855,,,,
1210,61,,0.062944252,0.265664423,0.202745936,0.221399902,,,,
1210,62,,-0.104031989,-0.103221367,-0.10151913,-0.11400935,,,,
1210,62,,-0.081082915,-0.063227669,-0.055317769,-0.088503277,,,,
1210,62,,-0.04581043,-0.01677311,-0.013346346,-0.049829793,,,,
1210,62,,-0.02903732,0.03519519,0.032051842,-0.021797314,,,,
1210,62,,-0.009996877,0.153998279,0.070261554,0.000257652,,,,
1210,62,,0.008090256,0.185921295,0.154513582,0.106616175,,,,
1210,62,,0.066731729,0.162423482,0.254740001,0.155724544,,,,
1910,63,,-0.054438678,0.092420716,0.064078015,0.043272687,,,,
1910,63,,-0.143349855,-0.112678592,-0.094784306,-0.052150925,,,,
1910,63,,-0.088004686,-0.036896779,-0.062450732,-0.076433699,,,,
1910,63,,-0.085592705,0.002281603,0.019002493,0.037450883,,,,
1910,63,,-0.043806777,0.10257435,0.04051475,0.063265591,,,,
1910,63,,0.016427541,0.177378333,0.149999097,0.099901615,,,,
1910,63,,0.002118631,0.235885152,0.290187302,0.198564646,,,,
1910,64,,-0.106769299,-0.104249949,-0.110324795,-0.09759202,,,,
1910,64,,-0.076107756,-0.054106585,-0.055149603,-0.071055635,,,,
1910,64,,-0.098304493,0.020208483,-0.014700042,-0.029302301,,,,
1910,64,,-0.029693433,0.081811763,-0.003063867,0.050944935,,,,
1910,64,,0.005182498,0.17923621,0.148271598,0.073043889,,,,
1910,64,,0.041557768,0.31577385,0.132137406,0.214209924,,,,
1910,64,,0.122424296,0.388198446,0.137189527,0.250128873,,,,
2610,65,,-0.019019228,0.002403774,-0.004551463,-0.005777846,,,,
2610,65,,-0.039899343,-0.039842862,-0.039689559,-0.026594183,,,,
2610,65,,-0.026602251,-0.025383889,-0.018485216,-0.026416673,,,,
2610,65,,-0.024472135,-0.011320279,-0.010343975,-0.016548747,,,,
2610,65,,-0.01623407,-0.00685833,-0.019356628,0.0071488,,,,
2610,65,,-0.001323254,0.045845918,0.0159436,0.011223455,,,,
2610,65,,-0.00093596,0.038850422,0.015814502,0.025722771,,,,
2610,66,,-0.043426667,-0.035851475,-0.043405251,-0.043839825,,,,
2610,66,,-0.023834714,0.001863852,-0.006091811,-0.009746897,,,,
2610,66,,-0.006479105,0.028829191,0.012498298,0.009383809,,,,
2610,66,,0.010828093,0.049864093,0.04038346,0.028458035,,,,
2610,66,,0.030112103,0.10005093,0.082792145,0.064097144,,,,
2610,66,,0.053962953,0.11658354,0.107514407,0.091062484,,,,
2610,66,,0.076611579,0.146518133,0.139103068,0.097646481,,,,
2610,67,,-0.038853401,-0.033444977,-0.036830279,-0.038584555,,,,
2610,67,,-0.011772122,0.002783675,0.001775097,-0.006842193,,,,
2610,67,,0.009763034,0.029151936,0.023858919,0.019671304,,,,
2610,67,,0.022729312,0.068413858,0.041932636,0.039834794,,,,
2610,67,,0.035606835,0.116801393,0.100349469,0.071689719,,,,
2610,67,,0.067945878,0.163115291,0.101713067,0.129590161,,,,
2610,67,,0.073456748,0.151544885,0.141547861,0.129033426,,,,
411,68,,-0.050995961,-0.039560783,-0.046087402,-0.042921988,,,,
411,68,,-0.01716199,-0.006589311,-0.011031821,-0.005807528,,,,
411,68,,-0.006241852,0.031531899,0.035378766,0.019035786,,,,
411,68,,0.018440142,0.077855621,0.059278977,0.042452037,,,,
411,68,,0.03876649,0.115530098,0.113718348,0.090860513,,,,
411,68,,0.071948819,0.182875086,0.129713868,0.132406675,,,,
411,68,,0.086542095,0.189439578,0.177898978,0.156815665,,,,
911,69,,-0.034604504,-0.042479473,-0.035694591,-0.029214875,,,,
911,69,,0.001742282,0.001322608,0.001564239,0.007388802,,,,
911,69,,0.012755539,0.048987375,0.046265855,0.023425427,,,,
911,69,,0.03489651,0.068139761,0.04512129,0.047919115,,,,
911,69,,0.045515529,0.117190723,0.099971381,0.078835083,,,,
911,69,,0.087813559,0.142142237,0.128890719,0.121870721,,,,
911,69,,0.080424757,0.152176255,0.098699642,0.119518005,,,,
911,70,,-0.044596423,-0.03311765,-0.047813104,-0.039149344,,,,
911,70,,-0.013137061,0.007261628,-0.009690649,-0.008202715,,,,
911,70,,0.004654564,0.045375637,0.033739228,0.034349663,,,,
911,70,,0.029440751,0.069157152,0.043137377,0.051708896,,,,
911,70,,0.060738241,0.108237682,0.086719863,0.08425269,,,,
911,70,,0.082179756,0.11530855,0.088423993,0.116097028,,,,
911,70,,0.075757475,0.146949409,0.169904293,0.119835939,,,,
1711,71,,-0.030968542,-0.026800772,-0.031127561,-0.025347889,,,,
1711,71,,-0.009401188,-0.007320929,-0.001972199,-0.009578701,,,,
1711,71,,-0.003983083,0.015747375,0.020736953,0.028613319,,,,
1711,71,,0.006902283,0.038172295,0.030545946,0.017393873,,,,
1711,71,,0.033582443,0.090343782,0.061477995,0.076755914,,,,
1711,71,,0.060431215,0.109139649,0.073935556,0.085855619,,,,
1711,71,,0.059921078,0.115344111,0.106006069,0.094796863,,,,
